¸ËËþÇø¼ä	¾àÀëÐ¡ºÅ¸ËËþ¾àÀë	x	y	z	Î£ÏÕµãÀàÐÍ	Ë®Æ½¾àÀë	´¹Ö±¾àÀë	¾»¿Õ¾àÀë	
13-14	123.84	452565.78	2873232.00	1767.49	Ê÷Ä¾	3.23	2.72	4.22	
13-14	123.68	452564.41	2873231.00	1766.29	Ê÷Ä¾	1.53	3.92	4.21	
13-14	123.64	452564.63	2873231.25	1766.62	Ê÷Ä¾	1.86	3.59	4.04	
13-14	123.47	452565.50	2873232.25	1766.65	Ê÷Ä¾	3.18	3.56	4.77	
13-14	123.47	452563.81	2873230.75	1766.30	Ê÷Ä¾	0.94	3.91	4.02	
13-14	123.37	452565.06	2873232.00	1766.29	Ê÷Ä¾	2.70	3.92	4.76	
13-14	123.30	452566.09	2873233.00	1766.90	Ê÷Ä¾	4.13	3.31	5.30	
13-14	123.14	452566.13	2873233.25	1767.31	Ê÷Ä¾	4.34	2.90	5.22	
13-14	123.95	452566.78	2873232.75	1766.34	Ê÷Ä¾	4.48	3.87	5.92	
13-14	123.74	452566.47	2873232.75	1766.35	Ê÷Ä¾	4.23	3.86	5.73	
13-14	123.12	452566.09	2873233.25	1766.42	Ê÷Ä¾	4.32	3.79	5.75	
13-14	124.99	452563.56	2873228.50	1764.46	µØÃæ	1.07	5.53	5.63	
13-14	124.97	452564.09	2873229.00	1764.63	µØÃæ	0.52	5.36	5.39	
13-14	124.78	452565.22	2873230.25	1765.18	µØÃæ	1.48	4.81	5.03	
13-14	124.84	452565.59	2873230.50	1765.65	µØÃæ	1.93	4.34	4.75	
13-14	124.80	452563.00	2873228.25	1764.30	µØÃæ	1.56	5.69	5.90	
13-14	124.86	452563.38	2873228.50	1764.37	µØÃæ	1.15	5.62	5.74	
13-14	124.74	452564.03	2873229.25	1764.73	µØÃæ	0.27	5.26	5.27	
13-14	124.61	452564.69	2873230.00	1765.11	µØÃæ	0.90	4.88	4.96	
13-14	124.63	452565.28	2873230.50	1765.63	µØÃæ	1.68	4.36	4.67	
13-14	124.51	452562.84	2873228.50	1764.21	µØÃæ	1.48	5.78	5.97	
13-14	124.45	452563.03	2873228.75	1764.36	µØÃæ	1.18	5.63	5.75	
13-14	124.45	452563.31	2873229.00	1764.53	µØÃæ	0.80	5.46	5.52	
13-14	124.39	452563.50	2873229.25	1764.67	µØÃæ	0.50	5.32	5.34	
13-14	124.34	452563.72	2873229.50	1764.88	µØÃæ	0.22	5.11	5.11	
13-14	124.34	452564.28	2873230.00	1764.88	µØÃæ	0.61	5.11	5.15	
13-14	124.30	452562.81	2873228.75	1764.24	µØÃæ	1.35	5.75	5.91	
13-14	124.28	452563.06	2873229.00	1764.27	µØÃæ	1.01	5.72	5.81	
13-14	124.39	452563.22	2873229.00	1764.58	µØÃæ	0.88	5.41	5.48	
13-14	124.28	452563.63	2873229.50	1764.65	µØÃæ	0.31	5.34	5.35	
13-14	124.26	452564.16	2873230.00	1765.15	µØÃæ	0.55	4.84	4.87	
13-14	124.16	452562.03	2873228.25	1764.18	µØÃæ	1.76	6.21	6.45	
13-14	124.09	452562.22	2873228.50	1764.32	µØÃæ	1.99	5.67	6.01	
13-14	124.05	452562.72	2873229.00	1764.22	µØÃæ	1.32	5.77	5.92	
13-14	124.09	452563.06	2873229.25	1764.72	µØÃæ	0.91	5.27	5.35	
13-14	124.05	452563.28	2873229.50	1764.93	µØÃæ	0.66	5.06	5.10	
13-14	124.76	452566.88	2873231.75	1766.48	Ê÷Ä¾	3.70	3.51	5.10	
13-14	124.68	452564.78	2873230.00	1766.13	Ê÷Ä¾	0.98	3.86	3.98	
13-14	124.49	452565.91	2873231.25	1766.00	Ê÷Ä¾	2.63	3.99	4.78	
13-14	124.38	452567.16	2873232.50	1767.05	Ê÷Ä¾	4.40	2.94	5.29	
13-14	124.47	452564.47	2873230.00	1766.05	Ê÷Ä¾	0.73	3.94	4.01	
13-14	124.28	452565.88	2873231.50	1766.05	Ê÷Ä¾	2.78	3.94	4.82	
13-14	124.18	452566.84	2873232.50	1767.22	Ê÷Ä¾	4.18	2.77	5.01	
13-14	124.24	452564.97	2873230.75	1766.03	Ê÷Ä¾	1.62	3.96	4.28	
13-14	124.03	452565.50	2873231.50	1766.21	Ê÷Ä¾	2.54	3.78	4.55	
13-14	124.14	452565.94	2873231.75	1766.40	Ê÷Ä¾	3.01	3.59	4.69	
13-14	124.68	452567.03	2873232.00	1766.01	Ê÷Ä¾	3.98	3.98	5.63	
13-14	124.72	452567.38	2873232.25	1766.47	Ê÷Ä¾	4.40	3.52	5.64	
13-14	124.43	452566.94	2873232.25	1766.13	Ê÷Ä¾	4.07	3.86	5.61	
13-14	124.05	452566.38	2873232.25	1766.08	Ê÷Ä¾	3.67	3.91	5.37	
13-14	124.76	452566.88	2873231.75	1766.48	Ê÷Ä¾	3.70	3.51	5.10	
13-14	124.68	452564.78	2873230.00	1766.13	Ê÷Ä¾	0.98	3.86	3.98	
13-14	124.49	452565.91	2873231.25	1766.00	Ê÷Ä¾	2.63	3.99	4.78	
13-14	124.38	452567.16	2873232.50	1767.05	Ê÷Ä¾	4.40	2.94	5.29	
13-14	124.47	452564.47	2873230.00	1766.05	Ê÷Ä¾	0.73	3.94	4.01	
13-14	124.28	452565.88	2873231.50	1766.05	Ê÷Ä¾	2.78	3.94	4.82	
13-14	124.18	452566.84	2873232.50	1767.22	Ê÷Ä¾	4.18	2.77	5.01	
13-14	124.24	452564.97	2873230.75	1766.03	Ê÷Ä¾	1.62	3.96	4.28	
13-14	124.03	452565.50	2873231.50	1766.21	Ê÷Ä¾	2.54	3.78	4.55	
13-14	124.14	452565.94	2873231.75	1766.40	Ê÷Ä¾	3.01	3.59	4.69	
13-14	124.68	452567.03	2873232.00	1766.01	Ê÷Ä¾	3.98	3.98	5.63	
13-14	124.72	452567.38	2873232.25	1766.47	Ê÷Ä¾	4.40	3.52	5.64	
13-14	124.43	452566.94	2873232.25	1766.13	Ê÷Ä¾	4.07	3.86	5.61	
13-14	124.05	452566.38	2873232.25	1766.08	Ê÷Ä¾	3.67	3.91	5.37	
13-14	125.96	452563.91	2873227.50	1764.11	µØÃæ	1.25	5.74	5.87	
13-14	125.92	452564.13	2873227.75	1764.32	µØÃæ	0.92	5.53	5.61	
13-14	125.92	452564.69	2873228.25	1764.41	µØÃæ	0.25	5.44	5.45	
13-14	125.78	452566.16	2873229.75	1765.18	µØÃæ	1.95	4.67	5.06	
13-14	125.84	452563.72	2873227.50	1763.94	µØÃæ	1.37	5.91	6.07	
13-14	125.73	452564.13	2873228.00	1764.12	µØÃæ	0.73	5.73	5.78	
13-14	125.67	452565.44	2873229.25	1764.97	µØÃæ	1.08	4.88	5.00	
13-14	125.69	452565.75	2873229.50	1765.22	µØÃæ	1.48	4.63	4.86	
13-14	125.44	452563.13	2873227.50	1763.67	µØÃæ	1.83	6.18	6.44	
13-14	125.55	452563.56	2873227.75	1764.15	µØÃæ	1.33	5.70	5.85	
13-14	125.40	452563.91	2873228.25	1764.28	µØÃæ	0.79	5.57	5.63	
13-14	125.42	452564.50	2873228.75	1764.29	µØÃæ	0.29	5.56	5.57	
13-14	125.40	452563.06	2873227.50	1763.62	µØÃæ	1.88	6.23	6.51	
13-14	125.40	452563.34	2873227.75	1764.17	µØÃæ	1.51	5.68	5.88	
13-14	125.30	452563.75	2873228.25	1764.38	µØÃæ	0.94	5.47	5.55	
13-14	125.24	452564.50	2873229.00	1764.74	µØÃæ	0.52	5.11	5.14	
13-14	125.07	452562.84	2873227.75	1763.85	µØÃæ	1.96	6.00	6.31	
13-14	125.01	452563.03	2873228.00	1764.14	µØÃæ	1.70	5.71	5.96	
13-14	125.78	452567.28	2873230.75	1766.29	Ê÷Ä¾	3.46	3.56	4.96	
13-14	125.34	452567.75	2873231.75	1766.88	Ê÷Ä¾	4.49	2.97	5.38	
13-14	125.34	452566.06	2873230.25	1765.92	Ê÷Ä¾	2.25	3.93	4.53	
13-14	125.09	452567.66	2873232.00	1767.01	Ê÷Ä¾	4.45	2.95	5.34	
13-14	125.17	452565.25	2873229.75	1766.17	Ê÷Ä¾	1.38	3.68	3.93	
13-14	125.15	452565.78	2873230.25	1766.13	Ê÷Ä¾	2.08	3.72	4.26	
13-14	125.19	452566.13	2873230.50	1766.68	Ê÷Ä¾	2.48	3.17	4.03	
13-14	125.05	452567.59	2873232.00	1766.79	Ê÷Ä¾	4.40	3.17	5.42	
13-14	125.40	452567.56	2873231.50	1765.92	Ê÷Ä¾	4.18	3.93	5.74	
13-14	125.38	452567.81	2873231.75	1766.15	Ê÷Ä¾	4.40	3.81	5.82	
13-14	125.11	452567.41	2873231.75	1766.04	Ê÷Ä¾	4.26	3.81	5.71	
13-14	125.01	452567.53	2873232.00	1766.23	Ê÷Ä¾	4.35	3.73	5.73	
13-14	125.78	452567.28	2873230.75	1766.29	Ê÷Ä¾	3.46	3.56	4.96	
13-14	125.34	452567.75	2873231.75	1766.88	Ê÷Ä¾	4.49	2.97	5.38	
13-14	125.34	452566.06	2873230.25	1765.92	Ê÷Ä¾	2.25	3.93	4.53	
13-14	125.09	452567.66	2873232.00	1767.01	Ê÷Ä¾	4.45	2.95	5.34	
13-14	125.17	452565.25	2873229.75	1766.17	Ê÷Ä¾	1.38	3.68	3.93	
13-14	125.15	452565.78	2873230.25	1766.13	Ê÷Ä¾	2.08	3.72	4.26	
13-14	125.19	452566.13	2873230.50	1766.68	Ê÷Ä¾	2.48	3.17	4.03	
13-14	125.05	452567.59	2873232.00	1766.79	Ê÷Ä¾	4.40	3.17	5.42	
13-14	125.40	452567.56	2873231.50	1765.92	Ê÷Ä¾	4.18	3.93	5.74	
13-14	125.38	452567.81	2873231.75	1766.15	Ê÷Ä¾	4.40	3.81	5.82	
13-14	125.11	452567.41	2873231.75	1766.04	Ê÷Ä¾	4.26	3.81	5.71	
13-14	125.01	452567.53	2873232.00	1766.23	Ê÷Ä¾	4.35	3.73	5.73	
13-14	126.96	452566.81	2873228.75	1764.64	µØÃæ	1.68	5.08	5.35	
13-14	126.90	452564.75	2873227.00	1763.85	µØÃæ	1.04	5.87	5.96	
13-14	126.65	452566.63	2873229.00	1764.74	µØÃæ	1.70	4.98	5.26	
13-14	126.65	452564.38	2873227.00	1763.41	µØÃæ	1.33	6.31	6.45	
13-14	126.54	452565.06	2873227.75	1764.14	µØÃæ	0.41	5.58	5.59	
13-14	126.42	452566.56	2873229.25	1764.95	µØÃæ	1.86	4.77	5.12	
13-14	126.42	452564.03	2873227.00	1763.60	µØÃæ	1.62	6.12	6.33	
13-14	126.38	452564.25	2873227.25	1763.64	µØÃæ	1.32	6.08	6.22	
13-14	126.32	452564.44	2873227.50	1763.95	µØÃæ	1.06	5.77	5.87	
13-14	126.15	452566.44	2873229.50	1764.90	µØÃæ	1.88	4.84	5.19	
13-14	126.30	452563.56	2873226.75	1763.38	µØÃæ	1.99	6.46	6.76	
13-14	126.25	452564.06	2873227.25	1763.78	µØÃæ	1.49	5.94	6.12	
13-14	126.23	452564.31	2873227.50	1763.94	µØÃæ	1.18	5.78	5.90	
13-14	126.96	452568.22	2873230.00	1766.39	Ê÷Ä¾	3.55	3.33	4.87	
13-14	126.77	452566.25	2873228.50	1766.05	Ê÷Ä¾	1.08	3.67	3.83	
13-14	126.59	452567.38	2873229.75	1765.79	Ê÷Ä¾	2.76	3.93	4.80	
13-14	126.59	452567.66	2873230.00	1766.01	Ê÷Ä¾	3.14	3.71	4.86	
13-14	126.63	452568.28	2873230.50	1766.48	Ê÷Ä¾	3.93	3.24	5.10	
13-14	126.50	452568.66	2873231.00	1766.82	Ê÷Ä¾	4.49	2.92	5.36	
13-14	126.50	452567.53	2873230.00	1766.01	Ê÷Ä¾	3.05	3.71	4.80	
13-14	126.32	452568.09	2873230.75	1766.36	Ê÷Ä¾	3.99	3.36	5.21	
13-14	126.48	452568.34	2873230.75	1767.13	Ê÷Ä¾	4.16	2.59	4.90	
13-14	126.27	452566.06	2873229.00	1765.97	Ê÷Ä¾	1.38	3.75	4.00	
13-14	126.23	452566.56	2873229.50	1765.88	Ê÷Ä¾	2.06	3.84	4.36	
13-14	126.07	452568.00	2873231.00	1766.49	Ê÷Ä¾	4.12	3.23	5.23	
13-14	126.07	452568.28	2873231.25	1767.13	Ê÷Ä¾	4.49	2.59	5.18	
13-14	126.09	452566.06	2873229.25	1765.84	Ê÷Ä¾	1.61	3.88	4.20	
13-14	126.00	452567.34	2873230.50	1766.10	Ê÷Ä¾	3.33	3.62	4.92	
13-14	126.96	452568.22	2873230.00	1766.39	Ê÷Ä¾	3.55	3.33	4.87	
13-14	126.77	452566.25	2873228.50	1766.05	Ê÷Ä¾	1.08	3.67	3.83	
13-14	126.59	452567.38	2873229.75	1765.79	Ê÷Ä¾	2.76	3.93	4.80	
13-14	126.59	452567.66	2873230.00	1766.01	Ê÷Ä¾	3.14	3.71	4.86	
13-14	126.63	452568.28	2873230.50	1766.48	Ê÷Ä¾	3.93	3.24	5.10	
13-14	126.50	452568.66	2873231.00	1766.82	Ê÷Ä¾	4.49	2.92	5.36	
13-14	126.50	452567.53	2873230.00	1766.01	Ê÷Ä¾	3.05	3.71	4.80	
13-14	126.32	452568.09	2873230.75	1766.36	Ê÷Ä¾	3.99	3.36	5.21	
13-14	126.48	452568.34	2873230.75	1767.13	Ê÷Ä¾	4.16	2.59	4.90	
13-14	126.27	452566.06	2873229.00	1765.97	Ê÷Ä¾	1.38	3.75	4.00	
13-14	126.23	452566.56	2873229.50	1765.88	Ê÷Ä¾	2.06	3.84	4.36	
13-14	126.07	452568.00	2873231.00	1766.49	Ê÷Ä¾	4.12	3.23	5.23	
13-14	126.07	452568.28	2873231.25	1767.13	Ê÷Ä¾	4.49	2.59	5.18	
13-14	126.09	452566.06	2873229.25	1765.84	Ê÷Ä¾	1.61	3.88	4.20	
13-14	126.00	452567.34	2873230.50	1766.10	Ê÷Ä¾	3.33	3.62	4.92	
13-14	127.87	452564.81	2873225.75	1763.18	µØÃæ	1.89	6.43	6.70	
13-14	127.79	452566.38	2873227.25	1764.07	µØÃæ	0.41	5.54	5.55	
13-14	127.89	452566.53	2873227.25	1764.32	µØÃæ	0.56	5.29	5.32	
13-14	127.73	452566.84	2873227.75	1764.26	µØÃæ	1.01	5.35	5.44	
13-14	127.62	452565.00	2873226.25	1763.53	µØÃæ	1.39	6.08	6.24	
13-14	127.40	452567.19	2873228.50	1764.70	µØÃæ	1.75	4.91	5.21	
13-14	127.40	452564.94	2873226.50	1763.72	µØÃæ	1.28	5.89	6.03	
13-14	127.48	452565.06	2873226.50	1764.07	µØÃæ	1.18	5.54	5.66	
13-14	127.21	452566.63	2873228.25	1764.46	µØÃæ	1.20	5.15	5.29	
13-14	127.23	452566.94	2873228.50	1764.50	µØÃæ	1.58	5.11	5.35	
13-14	127.21	452564.66	2873226.50	1763.64	µØÃæ	1.51	5.97	6.16	
13-14	127.15	452564.84	2873226.75	1763.83	µØÃæ	1.23	5.78	5.91	
13-14	127.15	452565.13	2873227.00	1764.26	µØÃæ	0.88	5.35	5.42	
13-14	128.00	452568.38	2873228.75	1765.85	Ê÷Ä¾	2.84	3.76	4.71	
13-14	127.89	452569.06	2873229.50	1766.01	Ê÷Ä¾	3.83	3.60	5.25	
13-14	127.98	452569.19	2873229.50	1766.70	Ê÷Ä¾	3.93	2.91	4.89	
13-14	127.93	452568.28	2873228.75	1765.68	Ê÷Ä¾	2.76	3.93	4.80	
13-14	127.98	452568.63	2873229.00	1766.00	Ê÷Ä¾	3.18	3.61	4.81	
13-14	127.96	452568.88	2873229.25	1766.28	Ê÷Ä¾	3.53	3.33	4.85	
13-14	127.81	452569.22	2873229.75	1766.52	Ê÷Ä¾	4.10	3.09	5.13	
13-14	127.79	452567.78	2873228.50	1766.03	Ê÷Ä¾	2.20	3.58	4.20	
13-14	127.69	452568.19	2873229.00	1765.91	Ê÷Ä¾	2.83	3.70	4.66	
13-14	127.60	452568.63	2873229.50	1766.16	Ê÷Ä¾	3.48	3.45	4.90	
13-14	127.56	452569.13	2873230.00	1766.65	Ê÷Ä¾	4.19	2.96	5.13	
13-14	127.54	452567.13	2873228.25	1765.68	Ê÷Ä¾	1.53	3.93	4.22	
13-14	127.42	452567.50	2873228.75	1765.79	Ê÷Ä¾	2.14	3.82	4.38	
13-14	127.37	452567.72	2873229.00	1766.04	Ê÷Ä¾	2.47	3.57	4.34	
13-14	127.39	452568.03	2873229.25	1766.24	Ê÷Ä¾	2.87	3.37	4.43	
13-14	127.31	452568.47	2873229.75	1766.02	Ê÷Ä¾	3.54	3.59	5.04	
13-14	127.29	452568.72	2873230.00	1766.30	Ê÷Ä¾	3.89	3.31	5.11	
13-14	127.21	452567.19	2873228.75	1765.83	Ê÷Ä¾	1.93	3.78	4.25	
13-14	127.25	452567.81	2873229.25	1765.81	Ê÷Ä¾	2.72	3.80	4.67	
13-14	127.10	452567.88	2873229.50	1766.50	Ê÷Ä¾	2.95	3.11	4.29	
13-14	127.12	452568.47	2873230.00	1766.22	Ê÷Ä¾	3.72	3.39	5.03	
13-14	127.12	452569.03	2873230.50	1766.57	Ê÷Ä¾	4.47	3.04	5.40	
13-14	127.21	452566.34	2873228.00	1765.78	Ê÷Ä¾	0.84	3.83	3.92	
13-14	127.06	452566.97	2873228.75	1765.71	Ê÷Ä¾	1.80	3.90	4.30	
13-14	127.00	452567.44	2873229.25	1765.62	Ê÷Ä¾	2.48	3.99	4.70	
13-14	127.04	452567.78	2873229.50	1766.13	Ê÷Ä¾	2.89	3.48	4.52	
13-14	128.00	452568.38	2873228.75	1765.85	Ê÷Ä¾	2.84	3.76	4.71	
13-14	127.89	452569.06	2873229.50	1766.01	Ê÷Ä¾	3.83	3.60	5.25	
13-14	127.98	452569.19	2873229.50	1766.70	Ê÷Ä¾	3.93	2.91	4.89	
13-14	127.93	452568.28	2873228.75	1765.68	Ê÷Ä¾	2.76	3.93	4.80	
13-14	127.98	452568.63	2873229.00	1766.00	Ê÷Ä¾	3.18	3.61	4.81	
13-14	127.96	452568.88	2873229.25	1766.28	Ê÷Ä¾	3.53	3.33	4.85	
13-14	127.81	452569.22	2873229.75	1766.52	Ê÷Ä¾	4.10	3.09	5.13	
13-14	127.79	452567.78	2873228.50	1766.03	Ê÷Ä¾	2.20	3.58	4.20	
13-14	127.69	452568.19	2873229.00	1765.91	Ê÷Ä¾	2.83	3.70	4.66	
13-14	127.60	452568.63	2873229.50	1766.16	Ê÷Ä¾	3.48	3.45	4.90	
13-14	127.56	452569.13	2873230.00	1766.65	Ê÷Ä¾	4.19	2.96	5.13	
13-14	127.54	452567.13	2873228.25	1765.68	Ê÷Ä¾	1.53	3.93	4.22	
13-14	127.42	452567.50	2873228.75	1765.79	Ê÷Ä¾	2.14	3.82	4.38	
13-14	127.37	452567.72	2873229.00	1766.04	Ê÷Ä¾	2.47	3.57	4.34	
13-14	127.39	452568.03	2873229.25	1766.24	Ê÷Ä¾	2.87	3.37	4.43	
13-14	127.31	452568.47	2873229.75	1766.02	Ê÷Ä¾	3.54	3.59	5.04	
13-14	127.29	452568.72	2873230.00	1766.30	Ê÷Ä¾	3.89	3.31	5.11	
13-14	127.21	452567.19	2873228.75	1765.83	Ê÷Ä¾	1.93	3.78	4.25	
13-14	127.25	452567.81	2873229.25	1765.81	Ê÷Ä¾	2.72	3.80	4.67	
13-14	127.10	452567.88	2873229.50	1766.50	Ê÷Ä¾	2.95	3.11	4.29	
13-14	127.12	452568.47	2873230.00	1766.22	Ê÷Ä¾	3.72	3.39	5.03	
13-14	127.12	452569.03	2873230.50	1766.57	Ê÷Ä¾	4.47	3.04	5.40	
13-14	127.21	452566.34	2873228.00	1765.78	Ê÷Ä¾	0.84	3.83	3.92	
13-14	127.06	452566.97	2873228.75	1765.71	Ê÷Ä¾	1.80	3.90	4.30	
13-14	127.00	452567.44	2873229.25	1765.62	Ê÷Ä¾	2.48	3.99	4.70	
13-14	127.04	452567.78	2873229.50	1766.13	Ê÷Ä¾	2.89	3.48	4.52	
13-14	128.66	452567.13	2873226.75	1764.52	µØÃæ	0.70	5.00	5.05	
13-14	128.18	452565.56	2873226.00	1763.59	µØÃæ	1.04	5.93	6.02	
13-14	128.21	452566.44	2873226.75	1764.27	µØÃæ	0.25	5.25	5.26	
13-14	128.25	452565.38	2873225.75	1763.17	µØÃæ	1.33	6.35	6.49	
13-14	128.18	452566.41	2873226.75	1764.03	µØÃæ	0.26	5.49	5.50	
13-14	128.89	452570.00	2873229.00	1765.91	Ê÷Ä¾	4.33	3.61	5.63	
13-14	128.95	452568.41	2873227.50	1765.88	Ê÷Ä¾	2.18	3.64	4.24	
13-14	128.83	452568.78	2873228.00	1765.88	Ê÷Ä¾	2.76	3.64	4.57	
13-14	128.74	452569.22	2873228.50	1765.53	Ê÷Ä¾	3.40	3.99	5.24	
13-14	128.87	452569.41	2873228.50	1766.46	Ê÷Ä¾	3.55	3.06	4.69	
13-14	128.70	452568.31	2873227.75	1766.23	Ê÷Ä¾	2.23	3.29	3.97	
13-14	128.58	452568.69	2873228.25	1766.16	Ê÷Ä¾	2.83	3.36	4.39	
13-14	128.58	452569.81	2873229.25	1766.14	Ê÷Ä¾	4.33	3.38	5.49	
13-14	128.54	452567.22	2873227.00	1765.54	Ê÷Ä¾	0.90	3.98	4.08	
13-14	128.54	452567.78	2873227.50	1765.94	Ê÷Ä¾	1.65	3.58	3.94	
13-14	128.50	452568.00	2873227.75	1766.13	Ê÷Ä¾	1.98	3.39	3.92	
13-14	128.29	452568.53	2873228.50	1765.61	Ê÷Ä¾	2.87	3.91	4.85	
13-14	128.31	452568.84	2873228.75	1765.99	Ê÷Ä¾	3.27	3.53	4.81	
13-14	128.23	452569.56	2873229.50	1766.00	Ê÷Ä¾	4.31	3.52	5.56	
13-14	128.10	452567.13	2873227.50	1765.72	Ê÷Ä¾	1.20	3.80	3.98	
13-14	128.12	452568.56	2873228.75	1766.38	Ê÷Ä¾	3.07	3.14	4.39	
13-14	128.89	452570.00	2873229.00	1765.91	Ê÷Ä¾	4.33	3.61	5.63	
13-14	128.95	452568.41	2873227.50	1765.88	Ê÷Ä¾	2.18	3.64	4.24	
13-14	128.83	452568.78	2873228.00	1765.88	Ê÷Ä¾	2.76	3.64	4.57	
13-14	128.74	452569.22	2873228.50	1765.53	Ê÷Ä¾	3.40	3.99	5.24	
13-14	128.87	452569.41	2873228.50	1766.46	Ê÷Ä¾	3.55	3.06	4.69	
13-14	128.70	452568.31	2873227.75	1766.23	Ê÷Ä¾	2.23	3.29	3.97	
13-14	128.58	452568.69	2873228.25	1766.16	Ê÷Ä¾	2.83	3.36	4.39	
13-14	128.58	452569.81	2873229.25	1766.14	Ê÷Ä¾	4.33	3.38	5.49	
13-14	128.54	452567.22	2873227.00	1765.54	Ê÷Ä¾	0.90	3.98	4.08	
13-14	128.54	452567.78	2873227.50	1765.94	Ê÷Ä¾	1.65	3.58	3.94	
13-14	128.50	452568.00	2873227.75	1766.13	Ê÷Ä¾	1.98	3.39	3.92	
13-14	128.29	452568.53	2873228.50	1765.61	Ê÷Ä¾	2.87	3.91	4.85	
13-14	128.31	452568.84	2873228.75	1765.99	Ê÷Ä¾	3.27	3.53	4.81	
13-14	128.23	452569.56	2873229.50	1766.00	Ê÷Ä¾	4.31	3.52	5.56	
13-14	128.10	452567.13	2873227.50	1765.72	Ê÷Ä¾	1.20	3.80	3.98	
13-14	128.12	452568.56	2873228.75	1766.38	Ê÷Ä¾	3.07	3.14	4.39	
13-14	129.97	452567.97	2873225.75	1763.77	µØÃæ	0.64	5.60	5.64	
13-14	129.91	452568.44	2873226.25	1764.15	µØÃæ	1.30	5.22	5.38	
13-14	129.68	452566.13	2873224.50	1763.03	µØÃæ	1.60	6.34	6.54	
13-14	129.68	452565.84	2873224.25	1762.96	µØÃæ	1.98	6.41	6.71	
13-14	129.37	452567.91	2873226.50	1764.52	µØÃæ	1.13	4.85	4.98	
13-14	129.18	452567.63	2873226.50	1764.50	µØÃæ	1.03	4.87	4.98	
13-14	129.01	452567.38	2873226.50	1764.36	µØÃæ	1.00	5.01	5.11	
13-14	129.99	452569.69	2873227.25	1765.72	Ê÷Ä¾	2.90	3.65	4.66	
13-14	129.99	452569.97	2873227.50	1766.25	Ê÷Ä¾	3.28	3.12	4.52	
13-14	129.91	452569.28	2873227.00	1765.68	Ê÷Ä¾	2.43	3.69	4.42	
13-14	129.84	452569.75	2873227.50	1765.46	Ê÷Ä¾	3.10	3.91	4.99	
13-14	129.89	452569.81	2873227.50	1766.12	Ê÷Ä¾	3.15	3.25	4.53	
13-14	129.57	452569.06	2873227.25	1765.99	Ê÷Ä¾	2.43	3.38	4.16	
13-14	129.53	452569.84	2873228.00	1765.51	Ê÷Ä¾	3.51	3.86	5.22	
13-14	129.39	452570.19	2873228.50	1765.70	Ê÷Ä¾	4.11	3.67	5.51	
13-14	129.33	452568.69	2873227.25	1765.38	Ê÷Ä¾	2.19	3.99	4.55	
13-14	129.31	452568.94	2873227.50	1765.63	Ê÷Ä¾	2.54	3.74	4.52	
13-14	129.37	452569.31	2873227.75	1765.73	Ê÷Ä¾	2.97	3.64	4.70	
13-14	129.37	452569.88	2873228.25	1765.56	Ê÷Ä¾	3.72	3.81	5.32	
13-14	129.22	452569.94	2873228.50	1766.20	Ê÷Ä¾	3.95	3.17	5.06	
13-14	129.14	452567.84	2873226.75	1765.49	Ê÷Ä¾	1.34	3.88	4.10	
13-14	129.16	452568.16	2873227.00	1765.60	Ê÷Ä¾	1.69	3.77	4.13	
13-14	129.20	452568.50	2873227.25	1765.65	Ê÷Ä¾	2.08	3.72	4.26	
13-14	129.08	452568.88	2873227.75	1765.74	Ê÷Ä¾	2.70	3.63	4.53	
13-14	129.08	452569.16	2873228.00	1765.89	Ê÷Ä¾	3.07	3.48	4.64	
13-14	129.01	452569.63	2873228.50	1765.56	Ê÷Ä¾	3.75	3.81	5.35	
13-14	129.99	452569.69	2873227.25	1765.72	Ê÷Ä¾	2.90	3.65	4.66	
13-14	129.99	452569.97	2873227.50	1766.25	Ê÷Ä¾	3.28	3.12	4.52	
13-14	129.91	452569.28	2873227.00	1765.68	Ê÷Ä¾	2.43	3.69	4.42	
13-14	129.84	452569.75	2873227.50	1765.46	Ê÷Ä¾	3.10	3.91	4.99	
13-14	129.89	452569.81	2873227.50	1766.12	Ê÷Ä¾	3.15	3.25	4.53	
13-14	129.57	452569.06	2873227.25	1765.99	Ê÷Ä¾	2.43	3.38	4.16	
13-14	129.53	452569.84	2873228.00	1765.51	Ê÷Ä¾	3.51	3.86	5.22	
13-14	129.39	452570.19	2873228.50	1765.70	Ê÷Ä¾	4.11	3.67	5.51	
13-14	129.33	452568.69	2873227.25	1765.38	Ê÷Ä¾	2.19	3.99	4.55	
13-14	129.31	452568.94	2873227.50	1765.63	Ê÷Ä¾	2.54	3.74	4.52	
13-14	129.37	452569.31	2873227.75	1765.73	Ê÷Ä¾	2.97	3.64	4.70	
13-14	129.37	452569.88	2873228.25	1765.56	Ê÷Ä¾	3.72	3.81	5.32	
13-14	129.22	452569.94	2873228.50	1766.20	Ê÷Ä¾	3.95	3.17	5.06	
13-14	129.14	452567.84	2873226.75	1765.49	Ê÷Ä¾	1.34	3.88	4.10	
13-14	129.16	452568.16	2873227.00	1765.60	Ê÷Ä¾	1.69	3.77	4.13	
13-14	129.20	452568.50	2873227.25	1765.65	Ê÷Ä¾	2.08	3.72	4.26	
13-14	129.08	452568.88	2873227.75	1765.74	Ê÷Ä¾	2.70	3.63	4.53	
13-14	129.08	452569.16	2873228.00	1765.89	Ê÷Ä¾	3.07	3.48	4.64	
13-14	129.01	452569.63	2873228.50	1765.56	Ê÷Ä¾	3.75	3.81	5.35	
